<<<<<<< HEAD
"Befolkningen 16+ �r (RAMS) efter syssels�ttning, f�delseregion, senaste invandrings�r, �lder, k�n och �r"

"syssels�ttning","f�delseregion","senaste invandrings�r","�lder","k�n","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"ej förvärvsarbetande","Oceanien","2000-2009","55-59 år","män",1,1,5,4,6,6,6,3,2,5,8,7,6
"ej förvärvsarbetande","Oceanien","2000-2009","55-59 år","kvinnor",4,5,5,5,4,3,3,3,4,5,4,4,3
"ej förvärvsarbetande","Oceanien","2000-2009","60-64 år","män",0,1,2,1,1,3,3,5,4,2,3,2,1
"ej förvärvsarbetande","Oceanien","2000-2009","60-64 år","kvinnor",1,1,2,4,7,8,6,5,3,1,1,0,0
"ej förvärvsarbetande","Oceanien","2000-2009","65+ år","män",4,4,5,6,8,12,11,11,12,12,11,9,11
"ej förvärvsarbetande","Oceanien","2000-2009","65+ år","kvinnor",1,1,1,3,4,5,6,8,9,10,10,9,8
"ej förvärvsarbetande","Oceanien","2010-","16-19 år","män",0,0,0,0,0,0,6,10,11,13,12,17,28
"ej förvärvsarbetande","Oceanien","2010-","16-19 år","kvinnor",0,0,0,0,0,0,7,8,11,14,17,18,23
"ej förvärvsarbetande","Oceanien","2010-","20-24 år","män",0,0,0,0,0,0,44,67,67,62,70,66,66
"ej förvärvsarbetande","Oceanien","2010-","20-24 år","kvinnor",0,0,0,0,0,0,21,37,46,54,52,61,71
"ej förvärvsarbetande","Oceanien","2010-","25-34 år","män",0,0,0,0,0,0,117,158,213,263,306,276,296
"ej förvärvsarbetande","Oceanien","2010-","25-34 år","kvinnor",0,0,0,0,0,0,50,81,117,148,151,149,156
"ej förvärvsarbetande","Oceanien","2010-","35-44 år","män",0,0,0,0,0,0,31,51,64,86,99,112,123
"ej förvärvsarbetande","Oceanien","2010-","35-44 år","kvinnor",0,0,0,0,0,0,22,37,36,50,62,64,83
"ej förvärvsarbetande","Oceanien","2010-","45-54 år","män",0,0,0,0,0,0,9,16,26,29,42,50,68
"ej förvärvsarbetande","Oceanien","2010-","45-54 år","kvinnor",0,0,0,0,0,0,2,12,12,14,17,21,32
"ej förvärvsarbetande","Oceanien","2010-","55-59 år","män",0,0,0,0,0,0,2,5,5,7,7,7,8
"ej förvärvsarbetande","Oceanien","2010-","55-59 år","kvinnor",0,0,0,0,0,0,2,3,5,6,4,4,4
"ej förvärvsarbetande","Oceanien","2010-","60-64 år","män",0,0,0,0,0,0,0,0,3,4,8,8,6
"ej förvärvsarbetande","Oceanien","2010-","60-64 år","kvinnor",0,0,0,0,0,0,2,2,1,1,5,5,7
"ej förvärvsarbetande","Oceanien","2010-","65+ år","män",0,0,0,0,0,0,0,0,0,1,3,2,3
"ej förvärvsarbetande","Oceanien","2010-","65+ år","kvinnor",0,0,0,0,0,0,0,2,3,4,4,6,7
"ej förvärvsarbetande","Sydamerika","2000-2009","16-19 år","män",209,274,346,384,409,491,466,481,467,461,442,434,457
"ej förvärvsarbetande","Sydamerika","2000-2009","16-19 år","kvinnor",202,242,282,350,369,422,407,396,382,365,365,392,388
"ej förvärvsarbetande","Sydamerika","2000-2009","20-24 år","män",274,288,312,353,418,509,427,363,369,348,304,276,272
"ej förvärvsarbetande","Sydamerika","2000-2009","20-24 år","kvinnor",327,390,419,429,489,544,402,386,326,310,265,225,172
"ej förvärvsarbetande","Sydamerika","2000-2009","25-34 år","män",703,864,946,940,1021,1293,1010,823,703,620,531,417,362
"ej förvärvsarbetande","Sydamerika","2000-2009","25-34 år","kvinnor",1072,1230,1442,1545,1666,1884,1486,1258,1023,874,700,510,384
"ej förvärvsarbetande","Sydamerika","2000-2009","35-44 år","män",331,413,443,452,503,625,569,506,495,492,498,437,414
"ej förvärvsarbetande","Sydamerika","2000-2009","35-44 år","kvinnor",581,724,895,1019,1110,1268,1147,1030,960,908,801,678,603
"ej förvärvsarbetande","Sydamerika","2000-2009","45-54 år","män",175,230,262,285,297,375,322,317,296,276,249,253,236
"ej förvärvsarbetande","Sydamerika","2000-2009","45-54 år","kvinnor",297,334,402,458,501,609,562,523,551,521,478,465,454
"ej förvärvsarbetande","Sydamerika","2000-2009","55-59 år","män",62,76,93,92,114,134,124,104,117,109,108,115,117
"ej förvärvsarbetande","Sydamerika","2000-2009","55-59 år","kvinnor",80,91,120,127,166,209,193,177,182,157,174,181,171
"ej förvärvsarbetande","Sydamerika","2000-2009","60-64 år","män",46,57,59,67,80,101,94,100,100,98,88,84,76
"ej förvärvsarbetande","Sydamerika","2000-2009","60-64 år","kvinnor",38,45,60,71,88,111,133,134,133,152,148,142,132
"ej förvärvsarbetande","Sydamerika","2000-2009","65+ år","män",45,62,81,104,110,128,141,152,168,181,193,196,224
"ej förvärvsarbetande","Sydamerika","2000-2009","65+ år","kvinnor",70,82,106,123,143,174,185,195,212,219,241,264,286
"ej förvärvsarbetande","Sydamerika","2010-","16-19 år","män",0,0,0,0,0,0,65,120,190,224,261,308,322
"ej förvärvsarbetande","Sydamerika","2010-","16-19 år","kvinnor",0,0,0,0,0,0,69,112,155,191,214,251,267
"ej förvärvsarbetande","Sydamerika","2010-","20-24 år","män",0,0,0,0,0,0,77,122,152,207,214,232,249
"ej förvärvsarbetande","Sydamerika","2010-","20-24 år","kvinnor",0,0,0,0,0,0,115,170,208,273,262,257,260
"ej förvärvsarbetande","Sydamerika","2010-","25-34 år","män",0,0,0,0,0,0,297,426,555,656,753,739,731
"ej förvärvsarbetande","Sydamerika","2010-","25-34 år","kvinnor",0,0,0,0,0,0,381,676,852,983,1066,1111,1092
"ej förvärvsarbetande","Sydamerika","2010-","35-44 år","män",0,0,0,0,0,0,113,207,289,387,472,480,493
"ej förvärvsarbetande","Sydamerika","2010-","35-44 år","kvinnor",0,0,0,0,0,0,215,361,496,692,798,857,916
"ej förvärvsarbetande","Sydamerika","2010-","45-54 år","män",0,0,0,0,0,0,60,115,148,184,216,237,250
"ej förvärvsarbetande","Sydamerika","2010-","45-54 år","kvinnor",0,0,0,0,0,0,78,147,240,317,354,387,409
"ej förvärvsarbetande","Sydamerika","2010-","55-59 år","män",0,0,0,0,0,0,13,32,41,54,67,66,81
"ej förvärvsarbetande","Sydamerika","2010-","55-59 år","kvinnor",0,0,0,0,0,0,20,57,76,100,109,133,139
"ej förvärvsarbetande","Sydamerika","2010-","60-64 år","män",0,0,0,0,0,0,17,25,41,54,59,69,74
"ej förvärvsarbetande","Sydamerika","2010-","60-64 år","kvinnor",0,0,0,0,0,0,10,31,51,68,82,101,111
"ej förvärvsarbetande","Sydamerika","2010-","65+ år","män",0,0,0,0,0,0,10,25,38,62,91,124,154
"ej förvärvsarbetande","Sydamerika","2010-","65+ år","kvinnor",0,0,0,0,0,0,16,37,51,67,84,121,150
"ej förvärvsarbetande","Sverige","2000-2009","16-19 år","män",1115,1343,1623,1977,2249,2753,2665,2525,2349,2178,2098,2023,2004
"ej förvärvsarbetande","Sverige","2000-2009","16-19 år","kvinnor",1047,1228,1511,1792,2126,2475,2365,2281,1991,1838,1797,1828,1821
"ej förvärvsarbetande","Sverige","2000-2009","20-24 år","män",1274,1350,1419,1527,1955,2729,2299,2062,2010,1971,1920,1801,1579
"ej förvärvsarbetande","Sverige","2000-2009","20-24 år","kvinnor",2026,2091,1985,2016,2400,3072,2399,2164,1919,1841,1750,1588,1354
"ej förvärvsarbetande","Sverige","2000-2009","25-34 år","män",2380,2583,2641,2696,2947,3630,2880,2537,2314,2171,2024,1843,1649
"ej förvärvsarbetande","Sverige","2000-2009","25-34 år","kvinnor",3284,3673,3702,3882,4064,4727,3689,3256,2993,2640,2317,2001,1740
"ej förvärvsarbetande","Sverige","2000-2009","35-44 år","män",1332,1503,1660,1776,1906,2337,1922,1685,1582,1553,1561,1439,1358
"ej förvärvsarbetande","Sverige","2000-2009","35-44 år","kvinnor",1636,1755,1885,2032,2209,2604,2135,1882,1669,1602,1536,1457,1375
"ej förvärvsarbetande","Sverige","2000-2009","45-54 år","män",864,945,1094,1180,1367,1725,1600,1458,1452,1382,1368,1303,1332
"ej förvärvsarbetande","Sverige","2000-2009","45-54 år","kvinnor",738,799,862,931,1029,1322,1157,1108,1078,1030,959,979,991
"ej förvärvsarbetande","Sverige","2000-2009","55-59 år","män",521,561,590,582,638,779,683,626,609,624,637,614,587
"ej förvärvsarbetande","Sverige","2000-2009","55-59 år","kvinnor",444,509,538,548,608,640,536,496,443,397,401,379,366
"ej förvärvsarbetande","Sverige","2000-2009","60-64 år","män",564,760,902,953,1093,1173,1041,916,814,759,738,681,683
"ej förvärvsarbetande","Sverige","2000-2009","60-64 år","kvinnor",509,615,715,820,933,1028,914,799,740,685,621,563,542
"ej förvärvsarbetande","Sverige","2000-2009","65+ år","män",1058,1328,1612,2038,2476,3019,3277,3306,3500,3675,3897,4022,4180
"ej förvärvsarbetande","Sverige","2000-2009","65+ år","kvinnor",893,1128,1379,1690,2104,2490,2696,2825,2979,3141,3313,3476,3606
"ej förvärvsarbetande","Sverige","2010-","16-19 år","män",0,0,0,0,0,0,330,577,785,1012,1222,1381,1545
"ej förvärvsarbetande","Sverige","2010-","16-19 år","kvinnor",0,0,0,0,0,0,327,615,829,1022,1204,1354,1525
"ej förvärvsarbetande","Sverige","2010-","20-24 år","män",0,0,0,0,0,0,699,1352,1801,2086,2229,2146,2052
"ej förvärvsarbetande","Sverige","2010-","20-24 år","kvinnor",0,0,0,0,0,0,1031,1906,2342,2685,2815,2682,2380
"ej förvärvsarbetande","Sverige","2010-","25-34 år","män",0,0,0,0,0,0,891,1510,2111,2601,3202,3611,3773
"ej förvärvsarbetande","Sverige","2010-","25-34 år","kvinnor",0,0,0,0,0,0,1051,1681,2380,2931,3545,3909,4267
"ej förvärvsarbetande","Sverige","2010-","35-44 år","män",0,0,0,0,0,0,495,739,1039,1227,1453,1625,1795
"ej förvärvsarbetande","Sverige","2010-","35-44 år","kvinnor",0,0,0,0,0,0,582,847,1133,1373,1615,1680,1755
"ej förvärvsarbetande","Sverige","2010-","45-54 år","män",0,0,0,0,0,0,361,630,847,1038,1235,1363,1518
"ej förvärvsarbetande","Sverige","2010-","45-54 år","kvinnor",0,0,0,0,0,0,289,494,655,799,882,1022,1087
"ej förvärvsarbetande","Sverige","2010-","55-59 år","män",0,0,0,0,0,0,131,277,351,434,576,644,729
"ej förvärvsarbetande","Sverige","2010-","55-59 år","kvinnor",0,0,0,0,0,0,99,177,253,323,385,415,440
"ej förvärvsarbetande","Sverige","2010-","60-64 år","män",0,0,0,0,0,0,159,307,437,543,588,683,799
"ej förvärvsarbetande","Sverige","2010-","60-64 år","kvinnor",0,0,0,0,0,0,136,238,323,372,459,517,548
"ej förvärvsarbetande","Sverige","2010-","65+ år","män",0,0,0,0,0,0,353,697,1087,1563,1988,2462,2918
"ej förvärvsarbetande","Sverige","2010-","65+ år","kvinnor",0,0,0,0,0,0,245,510,822,1218,1567,1922,2232
"ej förvärvsarbetande","Unknown","2000-2009","16-19 år","män",7,8,10,12,11,19,20,18,16,15,16,16,17
"ej förvärvsarbetande","Unknown","2000-2009","16-19 år","kvinnor",6,6,6,12,12,10,14,11,8,10,10,8,10
"ej förvärvsarbetande","Unknown","2000-2009","20-24 år","män",9,12,11,10,15,13,9,13,13,14,9,9,7
"ej förvärvsarbetande","Unknown","2000-2009","20-24 år","kvinnor",13,15,18,22,24,30,19,15,11,10,7,7,2
"ej förvärvsarbetande","Unknown","2000-2009","25-34 år","män",38,34,44,46,50,55,44,35,21,17,16,14,9
"ej förvärvsarbetande","Unknown","2000-2009","25-34 år","kvinnor",32,36,35,42,52,62,60,42,40,25,22,12,15
"ej förvärvsarbetande","Unknown","2000-2009","35-44 år","män",14,20,26,26,26,41,37,28,24,24,19,13,12
"ej förvärvsarbetande","Unknown","2000-2009","35-44 år","kvinnor",9,9,17,20,20,28,25,24,15,13,16,14,14
"ej förvärvsarbetande","Unknown","2000-2009","45-54 år","män",6,6,8,14,15,19,21,21,16,15,16,12,10
"ej förvärvsarbetande","Unknown","2000-2009","45-54 år","kvinnor",6,7,5,6,11,14,14,12,14,12,9,9,7
"ej förvärvsarbetande","Unknown","2000-2009","55-59 år","män",1,0,0,1,2,4,3,4,7,6,7,5,4
"ej förvärvsarbetande","Unknown","2000-2009","55-59 år","kvinnor",1,1,3,1,1,2,3,3,1,3,2,1,1
"ej förvärvsarbetande","Unknown","2000-2009","60-64 år","män",2,3,3,1,2,4,4,1,3,0,1,1,2
"ej förvärvsarbetande","Unknown","2000-2009","60-64 år","kvinnor",3,2,3,4,2,1,1,2,2,1,2,2,2
"ej förvärvsarbetande","Unknown","2000-2009","65+ år","män",2,2,2,2,1,2,2,5,5,5,5,5,5
"ej förvärvsarbetande","Unknown","2000-2009","65+ år","kvinnor",2,1,3,6,6,7,8,8,8,8,8,9,10
"ej förvärvsarbetande","Unknown","2010-","16-19 år","män",0,0,0,0,0,0,6,22,26,26,26,29,32
"ej förvärvsarbetande","Unknown","2010-","16-19 år","kvinnor",0,0,0,0,0,0,3,5,6,12,10,9,13
"ej förvärvsarbetande","Unknown","2010-","20-24 år","män",0,0,0,0,0,0,9,16,22,26,34,35,45
"ej förvärvsarbetande","Unknown","2010-","20-24 år","kvinnor",0,0,0,0,0,0,5,7,7,9,14,18,24
"ej förvärvsarbetande","Unknown","2010-","25-34 år","män",0,0,0,0,0,0,13,26,29,44,51,74,85
"ej förvärvsarbetande","Unknown","2010-","25-34 år","kvinnor",0,0,0,0,0,0,19,32,35,39,51,55,66
"ej förvärvsarbetande","Unknown","2010-","35-44 år","män",0,0,0,0,0,0,3,10,11,18,32,45,54
"ej förvärvsarbetande","Unknown","2010-","35-44 år","kvinnor",0,0,0,0,0,0,7,8,16,26,31,39,34
"ej förvärvsarbetande","Unknown","2010-","45-54 år","män",0,0,0,0,0,0,2,3,5,6,14,17,22
"ej förvärvsarbetande","Unknown","2010-","45-54 år","kvinnor",0,0,0,0,0,0,1,6,7,7,12,19,27
"ej förvärvsarbetande","Unknown","2010-","55-59 år","män",0,0,0,0,0,0,0,2,5,4,3,2,5
"ej förvärvsarbetande","Unknown","2010-","55-59 år","kvinnor",0,0,0,0,0,0,0,2,3,4,5,2,4
"ej förvärvsarbetande","Unknown","2010-","60-64 år","män",0,0,0,0,0,0,1,2,4,2,3,7,6
"ej förvärvsarbetande","Unknown","2010-","60-64 år","kvinnor",0,0,0,0,0,0,0,0,1,1,3,6,7
"ej förvärvsarbetande","Unknown","2010-","65+ år","män",0,0,0,0,0,0,1,1,2,5,10,9,10
"ej förvärvsarbetande","Unknown","2010-","65+ år","kvinnor",0,0,0,0,0,0,1,2,3,3,5,9,14
>>>>>>> refs/remotes/origin/master
